trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1307020,6,2,"Ellsworth to Blake Transit Ctr",,0,1302,shp-6-10,1,1
1350020,26,2,"Scio Church to Scio Ridge",,1,1502,shp-26-02,1,1
1732020,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3102,shp-25-52,1,1
2242020,62,2,"U-M - State St to Wolverine Tower",,0,9302,shp-62-54,1,1
2579010,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
1498020,45,2,"Grove to Harry & Grove",,1,6902,shp-45-03,1,1
1856070,30,3,"Jackson Rd to BTC",,0,3507,shp-30-51,1,1
2192020,66,2,"Carpenter - Huron Pkwy to Meijer",,0,8402,shp-66-51,1,1
440020,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7402,shp-43-51,1,1
1862070,6,3,"Ellsworth to Ypsilanti Transit Ctr",,1,607,shp-6-62,1,1
332020,44,2,"44 Ecorse Tyler to West Willow",,1,6902,shp-44-02,1,1
1069020,26,2,"Scio Church to Scio Ridge",,1,1902,shp-26-02,1,1
1532020,65,2,"U-M - Downtown - Green to Glacier Hills",,1,8902,shp-65-53,1,1
160070,28,3,"Pauline to Maple & Pennsylvania",,1,3307,shp-28-12,1,1
2679010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,501,shp-24-04,1,1
2288020,66,2,"Carpenter - Huron Pkwy to Meijer",,0,8402,shp-66-51,1,1
2007020,42,2,"Forest - MacArthur to MacArthur & Harris",,1,6502,shp-42-03,1,1
2891010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,401,shp-24-04,1,1
989010,28,1,"28 Pauline to BTC",,0,3301,shp-28-10,1,1
1691020,28,2,"28 Pauline to BTC",,0,2402,shp-28-10,1,1
128070,30,3,"Jackson Rd to BTC",,0,3507,shp-30-51,1,1
2631020,62,2,"U-M - State St to Wolverine Tower",,0,9302,shp-62-54,1,1
2181020,33,2,"Newport to Blake Transit Ctr",,0,3602,shp-33-01,1,1
2833020,5,2,"Packard to Ypsilanti Transit Ctr",,1,8302,shp-5-07,1,1
1670070,29,3,"Liberty to Scio Ridge",,1,1707,shp-29-51,1,1
3039070,43,3,"E Michigan Ave to Holmes & Ridge",,1,7407,shp-43-02,1,1
841020,23,2,"Plymouth to Plymouth Rd P&R",,1,2402,shp-23-60,1,1
1188020,28,2,"28 Pauline to BTC",,0,2702,shp-28-10,1,1
2465070,31,3,"Dexter Ave to Jackson & Wagnor",,1,3407,shp-31-51,1,1
1927020,31,2,"Dexter Ave to Jackson & Wagnor",,1,1402,shp-31-51,1,1
2434070,42,3,"Forest - MacArthur to MacArthur & Harris",,1,6607,shp-42-03,1,1
747010,5,1,"B Packard to BTC",,0,8001,shp-5-02,1,1
1318020,61,2,"U-M Miller to Central Campus Transit Ctr",,0,8902,shp-61-02,1,1
2003020,30,2,"Jackson Rd to BTC",,0,4002,shp-30-51,1,1
1209020,62,2,"U-M - State to Central Campus Transit Ctr",,1,9402,shp-62-08,1,1
837020,42,2,"Forest - MacArthur to MacArthur & Harris",,1,6602,shp-42-03,1,1
2201010,4,1,"Washtenaw to YTC",,1,5001,shp-4-55,1,1
1447070,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,6607,shp-46-51,1,1
1465070,3,3," Huron River to BTC",,0,4307,shp-3-03,1,1
1024010,32,1,"Miller - Maple to Blake Transit Ctr",,0,4501,shp-32-06,1,1
3037070,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,6607,shp-46-51,1,1
194010,46,1,"Huron Paint Creek to Huron River + Textile",,1,6501,shp-46-02,1,1
446070,6,3,"Ellsworth to Ypsilanti Transit Ctr",,1,607,shp-6-62,1,1
1351020,5,2,"A Packard to BTC",,0,8502,shp-5-01,1,1
209020,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3202,shp-27-04,1,1
1163070,23,3,"Plymouth to Green Rd P&R",,1,3707,shp-23-61,1,1
388020,65,2,"U-M - Downtown - Green to CCTC",,0,8902,shp-65-03,1,1
2916020,65,2,"U-M - Downtown - Green to CCTC",,0,9102,shp-65-03,1,1
2689010,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
3089010,24,1," Eisenhower - Golfside to Briarwood",,0,501,shp-24-08,1,1
43020,4,2,"Washtenaw to YTC",,1,5402,shp-4-55,1,1
889020,23,2,"Plymouth to Plymouth Rd P&R",,1,2902,shp-23-60,1,1
1779070,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7407,shp-43-51,1,1
1496020,32,2,"Miller - Maple to Pennsylvania & Maple",,1,1502,shp-32-55,1,1
1801010,23,1,"Plymouth to Blake Transit Ctr",,0,301,shp-23-08,1,1
1138010,44,1,"44 Ecorse Tyler to YTC",,0,6601,shp-44-52,1,1
370020,47,2,"47 Harriet Michigan to YTC",,0,7602,shp-47-51,1,1
1483020,6,2,"Ellsworth to Ypsilanti Transit Ctr",,1,1102,shp-6-62,1,1
1222070,31,3,"Dexter Ave to Blake Transit Ctr",,0,3407,shp-31-04,1,1
1091020,65,2,"U-M - Downtown - Green to Glacier Hills",,1,9102,shp-65-53,1,1
983010,24,1,"Eisenhower - Golfside to County Recreation Ctr",,1,501,shp-24-58,1,1
1286020,28,2,"Pauline to Maple & Pennsylvania",,1,2502,shp-28-12,1,1
714010,45,1,"Grove to Ypsilanti Transit Ctr",,0,4401,shp-45-51,1,1
2339020,34,2,"Maple - Dexter to Miller Rd P&R",,1,4702,shp-34-51,1,1
1814020,23,2,"Plymouth to Plymouth Rd P&R",,1,2002,shp-23-60,1,1
2577020,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7602,shp-47-02,1,1
2509020,44,2,"44 Ecorse Tyler to YTC",,0,6802,shp-44-52,1,1
1006010,28,1,"28 Pauline to BTC",,0,3401,shp-28-10,1,1
1796020,45,2,"Grove to Harry & Grove",,1,6602,shp-45-03,1,1
1576020,5,2,"Packard to Ypsilanti Transit Ctr",,1,8802,shp-5-07,1,1
1747010,45,1,"Grove to Harry & Grove",,1,4401,shp-45-03,1,1
604070,3,3," Huron River to BTC",,0,4307,shp-3-03,1,1
1130020,3,2," Huron River to YTC",,1,7002,shp-3-53,1,1
511010,5,1,"B Packard to BTC",,0,8001,shp-5-02,1,1
1356020,29,2,"Liberty to Blake Transit Ctr",,0,1702,shp-29-01,1,1
2511020,3,2," Huron River to BTC",,0,7102,shp-3-03,1,1
535020,68,2,"Harris -Ford to Gault Village",,1,7602,shp-68-03,1,1
648010,3,1," Huron River to YTC",,1,4301,shp-3-53,1,1
2953010,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7901,shp-47-02,1,1
1187010,4,1,"Washtenaw to YTC",,1,5001,shp-4-55,1,1
730020,34,2,"Maple - Dexter to Miller Rd P&R",,1,4602,shp-34-51,1,1
2070020,68,2,"Harris - Ford to Holmes & Ridge",,0,7602,shp-68-51,1,1
2477010,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,6501,shp-42-52,1,1
1010010,32,1,"Miller - Maple to Blake Transit Ctr",,0,4501,shp-32-06,1,1
2859020,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7402,shp-47-02,1,1
2388020,24,2,"Eisenhower - Golfside to Blake Transit Ctr",,0,702,shp-24-01,1,1
868020,32,2,"Miller - Maple to Blake Transit Ctr",,0,1402,shp-32-06,1,1
574020,62,2,"U-M - State St to Wolverine Tower",,0,9302,shp-62-54,1,1
2096010,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7901,shp-43-51,1,1
1876070,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3707,shp-30-05,1,1
2286020,61,2,"U-M Miller to Miller Rd P+R",,1,8902,shp-61-51,1,1
2315020,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3002,shp-25-09,1,1
524020,6,2,"Ellsworth to Blake Transit Ctr",,0,1202,shp-6-10,1,1
2406020,43,2,"E Michigan Ave to Holmes & Ridge",,1,7502,shp-43-02,1,1
1903010,5,1,"Packard to Meijer: Carpenter Rd",,1,8101,shp-5-08,1,1
2919020,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3202,shp-25-09,1,1
459020,23,2,"Plymouth to Plymouth Rd P&R",,1,2502,shp-23-60,1,1
1207020,65,2,"U-M - Downtown - Green to CCTC",,0,9002,shp-65-03,1,1
1043020,63,2,"U-M - Pontiac to Food Gatherers",,1,10002,shp-63-51,1,1
359070,28,3,"28 Pauline to BTC",,0,3307,shp-28-10,1,1
765010,45,1,"Grove to Ypsilanti Transit Ctr",,0,4401,shp-45-51,1,1
1008070,23,3,"Plymouth to Blake Transit Ctr",,0,3707,shp-23-08,1,1
2977010,3,1," Huron River to BTC",,0,4401,shp-3-03,1,1
68010,44,1,"44 Ecorse Tyler to West Willow",,1,6501,shp-44-02,1,1
1120020,33,2,"Newport to Blake Transit Ctr",,0,3902,shp-33-01,1,1
2034070,23,3,"Plymouth to Green Rd P&R",,1,3607,shp-23-61,1,1
2136020,68,2,"Harris -Ford to Gault Village",,1,7402,shp-68-03,1,1
1560020,6,2,"Ellsworth to Ypsilanti Transit Ctr",,1,1302,shp-6-62,1,1
1840070,47,3,"47 Harriet Michigan to YTC",,0,7407,shp-47-51,1,1
2241020,65,2,"U-M - Downtown - Green to Glacier Hills",,1,9102,shp-65-53,1,1
1376070,23,3,"Plymouth to Blake Transit Ctr",,0,3507,shp-23-08,1,1
1240020,47,2,"47 Harriet Michigan to YTC",,0,7402,shp-47-51,1,1
968070,26,3,"Scio Church to Scio Ridge",,1,1407,shp-26-02,1,1
2112070,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7407,shp-47-02,1,1
549020,64,2,"Geddes - E. Stadium to Pioneer High School P&R ",,1,10202,shp-64-53,1,1
2163020,4,2,"Washtenaw to YTC",,1,5502,shp-4-55,1,1
2856070,28,3,"Pauline to Maple & Pennsylvania",,1,3407,shp-28-12,1,1
2022010,45,1,"Grove to Harry & Grove",,1,4301,shp-45-03,1,1
2587070,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3407,shp-27-04,1,1
2993020,22,2,"Pontiac - Dhu Varren to BTC",,0,3602,shp-22-01,1,1
1888020,47,2,"47 Harriet Michigan to YTC",,0,7402,shp-47-51,1,1
374020,23,2,"Plymouth to Blake Transit Ctr",,0,2502,shp-23-06,1,1
3046020,31,2,"Dexter Ave to Jackson & Wagnor",,1,1402,shp-31-51,1,1
1056020,4,2,"Washtenaw to BTC",,0,5002,shp-4-06,1,1
2839020,43,2,"E Michigan Ave to Holmes & Ridge",,1,7602,shp-43-02,1,1
1296020,27,2,"W. Stadium - Oak Valley to Meijer",,1,3102,shp-27-52,1,1
566020,46,2,"Huron Paint Creek to Huron River + Textile",,1,6502,shp-46-02,1,1
454010,43,1,"E Michigan Ave to Holmes & Ridge",,1,7901,shp-43-02,1,1
436020,47,2,"47 Harriet Michigan to YTC",,0,7602,shp-47-51,1,1
2691010,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7901,shp-47-02,1,1
2356020,31,2,"Dexter Ave to Blake Transit Ctr",,0,1402,shp-31-04,1,1
897070,44,3,"44 Ecorse Tyler to YTC",,0,6507,shp-44-52,1,1
966020,44,2,"44 Ecorse Tyler to YTC",,0,6702,shp-44-52,1,1
2302020,4,2,"Washtenaw to YTC",,1,5002,shp-4-55,1,1
150020,45,2,"Grove to Harry & Grove",,1,6602,shp-45-03,1,1
797010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,401,shp-24-04,1,1
213020,33,2,"Newport to Blake Transit Ctr",,0,4002,shp-33-01,1,1
2237020,31,2,"Dexter Ave to Blake Transit Ctr",,0,1602,shp-31-04,1,1
2014020,46,2,"Huron Paint Creek to Huron River + Textile",,1,6802,shp-46-02,1,1
1953010,4,1,"Washtenaw to YTC",,1,4801,shp-4-55,1,1
1541070,6,3,"Ellsworth to Blake Transit Ctr",,0,607,shp-6-10,1,1
1269070,4,3,"Washtenaw to BTC",,0,1507,shp-4-06,1,1
2341020,27,2,"W. Stadium - Oak Valley to Meijer",,1,3102,shp-27-52,1,1
2378020,33,2,"Newport to Warrington & Newport",,1,3902,shp-33-51,1,1
116020,62,2,"U-M - State to Central Campus Transit Ctr",,1,9402,shp-62-08,1,1
2870020,46,2,"Huron Paint Creek to Huron and Textile",,1,6702,shp-46-04,1,1
942070,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7407,shp-43-51,1,1
2134020,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3002,shp-25-52,1,1
1996010,43,1,"E Michigan Ave to Holmes & Ridge",,1,7901,shp-43-02,1,1
304020,44,2,"44 Ecorse Tyler to YTC",,0,6702,shp-44-52,1,1
1064020,31,2,"Dexter Ave to Jackson & Wagnor",,1,1402,shp-31-51,1,1
1071070,6,3,"Ellsworth to Blake Transit Ctr",,0,707,shp-6-10,1,1
99020,62,2,"U-M - State to Central Campus Transit Ctr",,1,9402,shp-62-08,1,1
1184020,24,2,"Eisenhower - Golfside to St. Joe's Hospital",,1,502,shp-24-59,1,1
2772020,3,2," Huron River to YTC",,1,7102,shp-3-53,1,1
1557070,22,3,"Pontiac - Dhu Varren to BTC",,0,107,shp-22-01,1,1
642010,4,1,"Washtenaw to BTC",,0,4801,shp-4-06,1,1
2948010,23,1,"Plymouth to Blake Transit Ctr",,0,201,shp-23-08,1,1
2140020,3,2," Huron River to YTC",,1,7102,shp-3-53,1,1
452020,3,2," Huron River to YTC",,1,7002,shp-3-53,1,1
1518070,4,3,"Washtenaw to YTC",,1,1407,shp-4-55,1,1
2454020,45,2,"Grove to Harry & Grove",,1,6802,shp-45-03,1,1
2297020,4,2,"Washtenaw to BTC",,0,5202,shp-4-06,1,1
1461020,6,2,"Ellsworth to Ypsilanti Transit Ctr",,1,1302,shp-6-62,1,1
600010,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,301,shp-30-05,1,1
383020,63,2,"U-M - Pontiac to Food Gatherers",,1,10002,shp-63-51,1,1
1896070,22,3,"Pontiac - Dhu Varren to BTC",,0,107,shp-22-01,1,1
892020,62,2,"U-M - State to Central Campus Transit Ctr",,1,9302,shp-62-08,1,1
1613070,24,3,"Eisenhower - Golfside to Blake Transit Ctr",,0,507,shp-24-01,1,1
1436020,29,2,"Liberty to Blake Transit Ctr",,0,1902,shp-29-01,1,1
972070,23,3,"Plymouth to Green Rd P&R",,1,3807,shp-23-61,1,1
142020,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3102,shp-25-52,1,1
1068070,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,6607,shp-46-51,1,1
3063010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,401,shp-24-04,1,1
2375020,65,2,"U-M - Downtown - Green to CCTC",,0,9002,shp-65-03,1,1
1134010,4,1,"Washtenaw to BTC",,0,5001,shp-4-06,1,1
2767020,31,2,"Dexter Ave to Blake Transit Ctr",,0,1502,shp-31-04,1,1
1089010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,501,shp-24-04,1,1
2250020,23,2,"Plymouth to Green Rd P&R",,1,2402,shp-23-59,1,1
378010,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7901,shp-47-02,1,1
1114020,31,2,"Dexter Ave to Jackson & Wagnor",,1,1502,shp-31-51,1,1
75020,22,2,"Pontiac - Dhu Varren to BTC",,0,3502,shp-22-01,1,1
2249070,45,3,"Grove to Ypsilanti Transit Ctr",,0,7807,shp-45-51,1,1
2545020,29,2,"Liberty to Blake Transit Ctr",,0,1802,shp-29-01,1,1
279010,3,1," Huron River to BTC",,0,4401,shp-3-03,1,1
750020,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7602,shp-47-02,1,1
1623020,65,2,"U-M - Downtown - Green to Glacier Hills",,1,9002,shp-65-53,1,1
1887070,3,3," Huron River to BTC",,0,4307,shp-3-03,1,1
1581070,26,3,"Scio Church to Scio Ridge",,1,1607,shp-26-02,1,1
2749020,4,2,"Washtenaw to BTC",,0,5002,shp-4-06,1,1
1841020,24,2,"Eisenhower - Golfside to Blake Transit Ctr",,0,602,shp-24-01,1,1
497070,24,3,"Eisenhower - Golfside to St. Joe's Hospital",,1,507,shp-24-59,1,1
1563070,5,3,"Packard to Ypsilanti Transit Ctr",,1,7707,shp-5-07,1,1
1663020,68,2,"Harris - Ford to Holmes & Ridge",,0,7502,shp-68-51,1,1
422070,31,3,"Dexter Ave to Jackson & Wagnor",,1,3407,shp-31-51,1,1
2573020,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7402,shp-43-51,1,1
2327070,24,3,"Eisenhower - Golfside to Blake Transit Ctr",,0,507,shp-24-01,1,1
289020,61,2,"U-M Miller to Central Campus Transit Ctr",,0,9002,shp-61-02,1,1
453020,28,2,"28 Pauline to BTC",,0,3002,shp-28-10,1,1
1687020,3,2," Huron River to YTC",,1,7002,shp-3-53,1,1
1128020,46,2,"Huron Paint Creek to Huron River + Textile",,1,6702,shp-46-02,1,1
2978010,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,6501,shp-46-51,1,1
391020,62,2,"U-M - State to State P+R",,0,9302,shp-62-53,1,1
2397070,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7407,shp-43-51,1,1
1228070,44,3,"44 Ecorse Tyler to YTC",,0,6607,shp-44-52,1,1
997020,23,2,"Plymouth to Blake Transit Ctr",,0,2402,shp-23-06,1,1
825020,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,6502,shp-42-52,1,1
990070,4,3,"Washtenaw to YTC",,1,1407,shp-4-55,1,1
875010,44,1,"44 Ecorse Tyler to YTC",,0,6501,shp-44-52,1,1
743070,23,3,"Plymouth to Green Rd P&R",,1,3807,shp-23-61,1,1
564020,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3102,shp-27-04,1,1
2390020,62,2,"U-M - State St to Wolverine Tower",,0,9502,shp-62-54,1,1
1371020,4,2,"Washtenaw to YTC",,1,5602,shp-4-55,1,1
3020020,42,2,"Forest - MacArthur to MacArthur & Harris",,1,6702,shp-42-03,1,1
1517020,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7502,shp-43-51,1,1
1225070,43,3,"E Michigan Ave to Holmes & Ridge",,1,7407,shp-43-02,1,1
606020,66,2,"Carpenter - Huron Pkwy to Meijer",,0,8302,shp-66-51,1,1
2121020,24,2,"Eisenhower - Golfside to Blake Transit Ctr",,0,402,shp-24-01,1,1
1682020,63,2,"U-M - Pontiac to Central Campus Transit Center",,0,10002,shp-63-05,1,1
369020,32,2,"Miller - Maple to Blake Transit Ctr",,0,1402,shp-32-07,1,1
934020,4,2,"Washtenaw to YTC",,1,4802,shp-4-55,1,1
1180010,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7901,shp-43-51,1,1
3099020,62,2,"U-M - State St to Wolverine Tower",,0,9502,shp-62-54,1,1
2672020,5,2,"B Packard to BTC",,0,8502,shp-5-02,1,1
2510020,30,2,"Jackson Rd to BTC",,0,3602,shp-30-51,1,1
2019070,5,3,"A Packard to BTC",,0,7807,shp-5-01,1,1
2508020,5,2,"A Packard to BTC",,0,8402,shp-5-01,1,1
928070,4,3,"Washtenaw to BTC",,0,1607,shp-4-06,1,1
1778020,5,2,"Packard to Ypsilanti Transit Ctr",,1,8302,shp-5-07,1,1
2326020,68,2,"Harris - Ford to Holmes & Ridge",,0,7502,shp-68-51,1,1
487010,44,1,"44 Ecorse Tyler to YTC",,0,6601,shp-44-52,1,1
1591020,65,2,"U-M - Downtown - Green to CCTC",,0,9202,shp-65-03,1,1
2814020,62,2,"62 UM State to CCTC",,1,9602,shp-62-06,1,1
878070,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,107,shp-22-04,1,1
3009020,68,2,"Harris -Ford to Gault Village",,1,7502,shp-68-03,1,1
2707020,62,2,"62 UM State to CCTC",,1,9602,shp-62-06,1,1
2027020,4,2,"Washtenaw to YTC",,1,4802,shp-4-55,1,1
1997010,26,1,"Scio Church to Scio Ridge",,1,8001,shp-26-02,1,1
1679010,4,1,"Washtenaw to BTC",,0,4901,shp-4-06,1,1
2934020,62,2,"62 UM State to CCTC",,1,9302,shp-62-06,1,1
2758070,26,3,"Scio Church to BTC",,0,1607,shp-26-01,1,1
356070,27,3,"W. Stadium - Oak Valley to Meijer",,1,3307,shp-27-52,1,1
2518070,66,3,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,10307,shp-66-58,1,1
503020,24,2,"Eisenhower - Golfside to Blake Transit Ctr",,0,402,shp-24-01,1,1
1982020,5,2,"Packard to Meijer: Carpenter Rd",,1,8202,shp-5-08,1,1
2670070,22,3,"Pontiac - Dhu Varren to BTC",,0,107,shp-22-01,1,1
2506010,5,1,"B Packard to BTC",,0,8001,shp-5-02,1,1
1619010,45,1,"Grove to Ypsilanti Transit Ctr",,0,4301,shp-45-51,1,1
1506020,66,2,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,8202,shp-66-58,1,1
571020,61,2,"U-M Miller to Miller Rd P+R",,1,8902,shp-61-51,1,1
1095020,27,2,"W. Stadium - Oak Valley to Meijer",,1,3202,shp-27-52,1,1
1606020,28,2,"28 Pauline to BTC",,0,2502,shp-28-10,1,1
2278020,45,2,"Grove to Harry & Grove",,1,6702,shp-45-03,1,1
2641010,4,1,"Washtenaw to YTC",,1,4901,shp-4-55,1,1
2330020,62,2,"62 UM State to CCTC",,1,9302,shp-62-06,1,1
2245070,24,3,"Eisenhower - Golfside to Blake Transit Ctr",,0,507,shp-24-01,1,1
1033020,5,2,"A Packard to BTC",,0,8502,shp-5-01,1,1
594020,3,2," Huron River to YTC",,1,7202,shp-3-53,1,1
1125020,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3102,shp-27-04,1,1
612020,68,2,"Harris -Ford to Gault Village",,1,7602,shp-68-03,1,1
1016020,46,2,"Huron Paint Creek to Huron River + Textile",,1,6802,shp-46-02,1,1
33020,66,2,"Carpenter - Huron Pkwy to Meijer",,0,8302,shp-66-57,1,1
2815070,46,3,"Huron Paint Creek to Huron River + Textile",,1,6507,shp-46-02,1,1
2608010,26,1,"Scio Church to BTC",,0,8001,shp-26-01,1,1
1972010,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,6501,shp-42-52,1,1
664020,46,2,"Huron Paint Creek to Huron and Textile",,1,6702,shp-46-04,1,1
329010,24,1,"Eisenhower - Golfside to Blake Transit Ctr",,0,501,shp-24-04,1,1
3054020,66,2,"Carpenter - Huron Pkwy to Washtenaw + Pittsfield",,0,8802,shp-66-59,1,1
2531010,30,1,"Jackson Rd to BTC",,0,201,shp-30-51,1,1
2995020,46,2,"Huron Paint Creek to Huron River + Textile",,1,6502,shp-46-02,1,1
734070,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3607,shp-25-52,1,1
3077070,45,3,"Grove to Harry & Grove",,1,7807,shp-45-03,1,1
285070,28,3,"Pauline to Maple & Pennsylvania",,1,3407,shp-28-12,1,1
956010,26,1,"Scio Church to Scio Ridge",,1,8001,shp-26-02,1,1
2135010,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7901,shp-47-02,1,1
718020,26,2,"Scio Church to BTC",,0,1902,shp-26-01,1,1
3049020,6,2,"Ellsworth to Ypsilanti Transit Ctr",,1,1202,shp-6-62,1,1
2781070,31,3,"Dexter Ave to Blake Transit Ctr",,0,3407,shp-31-04,1,1
271020,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3002,shp-27-04,1,1
895070,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,6507,shp-46-51,1,1
380020,6,2,"Ellsworth to Blake Transit Ctr",,0,1102,shp-6-10,1,1
2979070,32,3,"Miller - Maple to Pennsylvania & Maple",,1,4507,shp-32-55,1,1
198020,3,2," Huron River to YTC",,1,7002,shp-3-53,1,1
739020,5,2,"B Packard to BTC",,0,8402,shp-5-02,1,1
838010,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
1939010,5,1,"Packard to Meijer: Carpenter Rd",,1,8001,shp-5-08,1,1
550020,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3102,shp-25-52,1,1
1994020,27,2,"W. Stadium - Oak Valley to Meijer",,1,3002,shp-27-52,1,1
1872020,32,2,"Miller - Maple to Pennsylvania & Maple",,1,1602,shp-32-55,1,1
1262020,30,2,"Jackson Rd to Meijer: Jackson Rd",,1,3902,shp-30-05,1,1
2419070,45,3,"Grove to Harry & Grove",,1,7707,shp-45-03,1,1
1821020,32,2,"Miller - Maple to Pennsylvania & Maple",,1,1602,shp-32-55,1,1
242070,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3607,shp-25-09,1,1
2441020,5,2,"A Packard to BTC",,0,8202,shp-5-01,1,1
817070,23,3,"Plymouth to Green Rd P&R",,1,3507,shp-23-61,1,1
2776070,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7407,shp-47-02,1,1
588020,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3102,shp-25-09,1,1
2682070,32,3,"Miller - Maple to Pennsylvania & Maple",,1,4507,shp-32-55,1,1
1777020,45,2,"Grove to Harry & Grove",,1,6902,shp-45-03,1,1
169020,27,2,"W. Stadium - Oak Valley to Meijer",,1,3002,shp-27-52,1,1
471010,30,1,"Jackson Rd to BTC",,0,201,shp-30-51,1,1
2265020,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3202,shp-25-09,1,1
1846070,45,3,"Grove to Harry & Grove",,1,7807,shp-45-03,1,1
1958020,64,2,"Geddes - E. Stadium to Central Campus Transit Ctr",,0,9802,shp-64-02,1,1
2084070,66,3,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,10307,shp-66-58,1,1
1488020,4,2,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
2648070,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3507,shp-30-05,1,1
2929020,62,2,"U-M - State St to Wolverine Tower",,0,9302,shp-62-54,1,1
1583020,6,2,"Ellsworth to Ypsilanti Transit Ctr",,1,1002,shp-6-62,1,1
1411020,24,2,"Eisenhower - Golfside to Blake Transit Ctr",,0,502,shp-24-01,1,1
2714020,62,2,"U-M - State to State P+R",,0,9302,shp-62-53,1,1
2629010,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,7901,shp-43-51,1,1
1565020,5,2,"Packard to Meijer: Carpenter Rd",,1,8102,shp-5-08,1,1
1323020,3,2," Huron River to BTC",,0,7102,shp-3-03,1,1
1264020,43,2,"E Michigan Ave to Holmes & Ridge",,1,7502,shp-43-02,1,1
376020,66,2,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,8202,shp-66-58,1,1
2695010,44,1,"44 Ecorse Tyler to West Willow",,1,6501,shp-44-02,1,1
712070,24,3,"Eisenhower - Golfside to St. Joe's Hospital",,1,507,shp-24-59,1,1
661020,29,2,"Liberty to Scio Ridge",,1,1802,shp-29-51,1,1
1975020,30,2,"Jackson Rd to BTC",,0,3902,shp-30-51,1,1
183070,3,3," Huron River to BTC",,0,4307,shp-3-03,1,1
720070,26,3,"Scio Church to BTC",,0,1407,shp-26-01,1,1
2396010,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,6601,shp-42-52,1,1
614020,4,2,"Washtenaw to YTC",,1,4902,shp-4-55,1,1
