trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
945070,32,3,"Miller - Maple to Pennsylvania & Maple",,1,4507,shp-32-55,1,1
1758070,26,3,"Scio Church to Scio Ridge",,1,1407,shp-26-02,1,1
2890020,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,7402,shp-47-02,1,1
2645020,28,2,"Pauline to Maple & Pennsylvania",,1,2402,shp-28-12,1,1
1656070,29,3,"Liberty to Blake Transit Ctr",,0,1707,shp-29-01,1,1
998020,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3002,shp-27-04,1,1
847070,31,3,"Dexter Ave to Jackson & Wagnor",,1,3307,shp-31-51,1,1
2011070,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3607,shp-25-52,1,1
428070,32,3,"Miller - Maple to Blake Transit Ctr",,0,4507,shp-32-06,1,1
709020,33,2,"Newport to Warrington & Newport",,1,4102,shp-33-51,1,1
3021070,32,3,"Miller - Maple to Blake Transit Ctr",,0,4507,shp-32-06,1,1
